Candle Compra: 21322, Candle Venda: 21351, Horário Compra: 2024-01-15 19:22:00, Horário Venda: 2024-01-15 19:51:00, Preço Compra: 209261, Preço Venda: 209504, Percentual: 0.12%
Candle Compra: 21371, Candle Venda: 21376, Horário Compra: 2024-01-15 20:11:00, Horário Venda: 2024-01-15 20:16:00, Preço Compra: 209403, Preço Venda: 209061, Percentual: -0.16%
Candle Compra: 21385, Candle Venda: 21416, Horário Compra: 2024-01-15 20:25:00, Horário Venda: 2024-01-15 20:56:00, Preço Compra: 209060, Preço Venda: 209197, Percentual: 0.07%
Candle Compra: 21431, Candle Venda: 21444, Horário Compra: 2024-01-15 21:11:00, Horário Venda: 2024-01-15 21:24:00, Preço Compra: 209291, Preço Venda: 209029, Percentual: -0.13%
Candle Compra: 21446, Candle Venda: 21471, Horário Compra: 2024-01-15 21:26:00, Horário Venda: 2024-01-15 21:51:00, Preço Compra: 209467, Preço Venda: 209387, Percentual: -0.04%
Candle Compra: 21481, Candle Venda: 21505, Horário Compra: 2024-01-15 22:01:00, Horário Venda: 2024-01-15 22:25:00, Preço Compra: 209706, Preço Venda: 209568, Percentual: -0.07%
Candle Compra: 21525, Candle Venda: 21533, Horário Compra: 2024-01-15 22:45:00, Horário Venda: 2024-01-15 22:53:00, Preço Compra: 209554, Preço Venda: 209448, Percentual: -0.05%
Candle Compra: 21545, Candle Venda: 21579, Horário Compra: 2024-01-15 23:05:00, Horário Venda: 2024-01-15 23:39:00, Preço Compra: 209505, Preço Venda: 209806, Percentual: 0.14%
Candle Compra: 21597, Candle Venda: 21686, Horário Compra: 2024-01-15 23:57:00, Horário Venda: 2024-01-16 01:26:00, Preço Compra: 209766, Preço Venda: 210858, Percentual: 0.52%
Candle Compra: 21701, Candle Venda: 21708, Horário Compra: 2024-01-16 01:41:00, Horário Venda: 2024-01-16 01:48:00, Preço Compra: 210727, Preço Venda: 210412, Percentual: -0.15%
Candle Compra: 21718, Candle Venda: 21768, Horário Compra: 2024-01-16 01:58:00, Horário Venda: 2024-01-16 02:48:00, Preço Compra: 210428, Preço Venda: 210751, Percentual: 0.15%
Candle Compra: 21794, Candle Venda: 21798, Horário Compra: 2024-01-16 03:14:00, Horário Venda: 2024-01-16 03:18:00, Preço Compra: 210109, Preço Venda: 209806, Percentual: -0.14%
Candle Compra: 21805, Candle Venda: 21835, Horário Compra: 2024-01-16 03:25:00, Horário Venda: 2024-01-16 03:55:00, Preço Compra: 209820, Preço Venda: 210034, Percentual: 0.10%
Candle Compra: 21861, Candle Venda: 21907, Horário Compra: 2024-01-16 04:21:00, Horário Venda: 2024-01-16 05:07:00, Preço Compra: 209595, Preço Venda: 210040, Percentual: 0.21%
Candle Compra: 21919, Candle Venda: 21965, Horário Compra: 2024-01-16 05:19:00, Horário Venda: 2024-01-16 06:05:00, Preço Compra: 210227, Preço Venda: 211033, Percentual: 0.38%
Candle Compra: 21979, Candle Venda: 22003, Horário Compra: 2024-01-16 06:19:00, Horário Venda: 2024-01-16 06:43:00, Preço Compra: 211459, Preço Venda: 211363, Percentual: -0.05%
Candle Compra: 22014, Candle Venda: 22017, Horário Compra: 2024-01-16 06:54:00, Horário Venda: 2024-01-16 06:57:00, Preço Compra: 211489, Preço Venda: 211159, Percentual: -0.16%
Candle Compra: 22029, Candle Venda: 22048, Horário Compra: 2024-01-16 07:09:00, Horário Venda: 2024-01-16 07:28:00, Preço Compra: 211123, Preço Venda: 210911, Percentual: -0.1%
Candle Compra: 22058, Candle Venda: 22079, Horário Compra: 2024-01-16 07:38:00, Horário Venda: 2024-01-16 07:59:00, Preço Compra: 210941, Preço Venda: 210893, Percentual: -0.02%
Candle Compra: 22091, Candle Venda: 22103, Horário Compra: 2024-01-16 08:11:00, Horário Venda: 2024-01-16 08:23:00, Preço Compra: 210931, Preço Venda: 210881, Percentual: -0.02%
Candle Compra: 22122, Candle Venda: 22206, Horário Compra: 2024-01-16 08:42:00, Horário Venda: 2024-01-16 10:06:00, Preço Compra: 210647, Preço Venda: 212322, Percentual: 0.80%
Candle Compra: 22214, Candle Venda: 22221, Horário Compra: 2024-01-16 10:14:00, Horário Venda: 2024-01-16 10:21:00, Preço Compra: 212598, Preço Venda: 212347, Percentual: -0.12%
Candle Compra: 22243, Candle Venda: 22252, Horário Compra: 2024-01-16 10:43:00, Horário Venda: 2024-01-16 10:52:00, Preço Compra: 211658, Preço Venda: 211283, Percentual: -0.18%
Candle Compra: 22262, Candle Venda: 22278, Horário Compra: 2024-01-16 11:02:00, Horário Venda: 2024-01-16 11:18:00, Preço Compra: 211115, Preço Venda: 211132, Percentual: 0.01%
Candle Compra: 22285, Candle Venda: 22293, Horário Compra: 2024-01-16 11:25:00, Horário Venda: 2024-01-16 11:33:00, Preço Compra: 211406, Preço Venda: 210503, Percentual: -0.43%
Candle Compra: 22309, Candle Venda: 22392, Horário Compra: 2024-01-16 11:49:00, Horário Venda: 2024-01-16 13:12:00, Preço Compra: 208686, Preço Venda: 213109, Percentual: 2.12%
Candle Compra: 22403, Candle Venda: 22418, Horário Compra: 2024-01-16 13:23:00, Horário Venda: 2024-01-16 13:38:00, Preço Compra: 213482, Preço Venda: 213050, Percentual: -0.2%
Candle Compra: 22421, Candle Venda: 22442, Horário Compra: 2024-01-16 13:41:00, Horário Venda: 2024-01-16 14:02:00, Preço Compra: 213411, Preço Venda: 213295, Percentual: -0.05%
Candle Compra: 22458, Candle Venda: 22478, Horário Compra: 2024-01-16 14:18:00, Horário Venda: 2024-01-16 14:38:00, Preço Compra: 213188, Preço Venda: 213307, Percentual: 0.06%
Candle Compra: 22496, Candle Venda: 22524, Horário Compra: 2024-01-16 14:56:00, Horário Venda: 2024-01-16 15:24:00, Preço Compra: 213452, Preço Venda: 213232, Percentual: -0.1%
Candle Compra: 22545, Candle Venda: 22609, Horário Compra: 2024-01-16 15:45:00, Horário Venda: 2024-01-16 16:49:00, Preço Compra: 212655, Preço Venda: 213620, Percentual: 0.45%
Candle Compra: 22615, Candle Venda: 22655, Horário Compra: 2024-01-16 16:55:00, Horário Venda: 2024-01-16 17:35:00, Preço Compra: 213897, Preço Venda: 214322, Percentual: 0.20%
Candle Compra: 22678, Candle Venda: 22722, Horário Compra: 2024-01-16 17:58:00, Horário Venda: 2024-01-16 18:42:00, Preço Compra: 213910, Preço Venda: 215087, Percentual: 0.55%
Candle Compra: 22735, Candle Venda: 22743, Horário Compra: 2024-01-16 18:55:00, Horário Venda: 2024-01-16 19:03:00, Preço Compra: 215247, Preço Venda: 214749, Percentual: -0.23%
Candle Compra: 22748, Candle Venda: 22753, Horário Compra: 2024-01-16 19:08:00, Horário Venda: 2024-01-16 19:13:00, Preço Compra: 215138, Preço Venda: 214801, Percentual: -0.16%
Candle Compra: 22767, Candle Venda: 22775, Horário Compra: 2024-01-16 19:27:00, Horário Venda: 2024-01-16 19:35:00, Preço Compra: 214724, Preço Venda: 214284, Percentual: -0.2%
Candle Compra: 22787, Candle Venda: 22798, Horário Compra: 2024-01-16 19:47:00, Horário Venda: 2024-01-16 19:58:00, Preço Compra: 214192, Preço Venda: 213859, Percentual: -0.16%
Candle Compra: 22801, Candle Venda: 22814, Horário Compra: 2024-01-16 20:01:00, Horário Venda: 2024-01-16 20:14:00, Preço Compra: 214100, Preço Venda: 213948, Percentual: -0.07%
Candle Compra: 22816, Candle Venda: 22818, Horário Compra: 2024-01-16 20:16:00, Horário Venda: 2024-01-16 20:18:00, Preço Compra: 214081, Preço Venda: 213971, Percentual: -0.05%
Candle Compra: 22825, Candle Venda: 22833, Horário Compra: 2024-01-16 20:25:00, Horário Venda: 2024-01-16 20:33:00, Preço Compra: 214016, Preço Venda: 213709, Percentual: -0.14%
Candle Compra: 22843, Candle Venda: 22845, Horário Compra: 2024-01-16 20:43:00, Horário Venda: 2024-01-16 20:45:00, Preço Compra: 213833, Preço Venda: 213693, Percentual: -0.07%
Candle Compra: 22849, Candle Venda: 22854, Horário Compra: 2024-01-16 20:49:00, Horário Venda: 2024-01-16 20:54:00, Preço Compra: 213735, Preço Venda: 213646, Percentual: -0.04%
Candle Compra: 22858, Candle Venda: 22870, Horário Compra: 2024-01-16 20:58:00, Horário Venda: 2024-01-16 21:10:00, Preço Compra: 213707, Preço Venda: 213461, Percentual: -0.12%
Candle Compra: 22884, Candle Venda: 22888, Horário Compra: 2024-01-16 21:24:00, Horário Venda: 2024-01-16 21:28:00, Preço Compra: 213460, Preço Venda: 213237, Percentual: -0.1%
Candle Compra: 22891, Candle Venda: 22932, Horário Compra: 2024-01-16 21:31:00, Horário Venda: 2024-01-16 22:12:00, Preço Compra: 213338, Preço Venda: 213312, Percentual: -0.01%
Candle Compra: 22935, Candle Venda: 22953, Horário Compra: 2024-01-16 22:15:00, Horário Venda: 2024-01-16 22:33:00, Preço Compra: 213472, Preço Venda: 213535, Percentual: 0.03%
Candle Compra: 22986, Candle Venda: 23009, Horário Compra: 2024-01-16 23:06:00, Horário Venda: 2024-01-16 23:29:00, Preço Compra: 213175, Preço Venda: 213190, Percentual: 0.01%
Candle Compra: 23017, Candle Venda: 23035, Horário Compra: 2024-01-16 23:37:00, Horário Venda: 2024-01-16 23:55:00, Preço Compra: 213283, Preço Venda: 213243, Percentual: -0.02%
Candle Compra: 23052, Candle Venda: 23070, Horário Compra: 2024-01-17 00:12:00, Horário Venda: 2024-01-17 00:30:00, Preço Compra: 213134, Preço Venda: 213000, Percentual: -0.06%
Candle Compra: 23085, Candle Venda: 23091, Horário Compra: 2024-01-17 00:45:00, Horário Venda: 2024-01-17 00:51:00, Preço Compra: 212935, Preço Venda: 212520, Percentual: -0.19%
Candle Compra: 23101, Candle Venda: 23110, Horário Compra: 2024-01-17 01:01:00, Horário Venda: 2024-01-17 01:10:00, Preço Compra: 212595, Preço Venda: 212381, Percentual: -0.1%
Candle Compra: 23114, Candle Venda: 23126, Horário Compra: 2024-01-17 01:14:00, Horário Venda: 2024-01-17 01:26:00, Preço Compra: 212435, Preço Venda: 212300, Percentual: -0.06%
Candle Compra: 23135, Candle Venda: 23142, Horário Compra: 2024-01-17 01:35:00, Horário Venda: 2024-01-17 01:42:00, Preço Compra: 212383, Preço Venda: 212154, Percentual: -0.11%
Candle Compra: 23143, Candle Venda: 23157, Horário Compra: 2024-01-17 01:43:00, Horário Venda: 2024-01-17 01:57:00, Preço Compra: 212581, Preço Venda: 212378, Percentual: -0.1%
Candle Compra: 23166, Candle Venda: 23174, Horário Compra: 2024-01-17 02:06:00, Horário Venda: 2024-01-17 02:14:00, Preço Compra: 212550, Preço Venda: 212338, Percentual: -0.1%
Candle Compra: 23180, Candle Venda: 23200, Horário Compra: 2024-01-17 02:20:00, Horário Venda: 2024-01-17 02:40:00, Preço Compra: 212504, Preço Venda: 212464, Percentual: -0.02%
Candle Compra: 23221, Candle Venda: 23234, Horário Compra: 2024-01-17 03:01:00, Horário Venda: 2024-01-17 03:14:00, Preço Compra: 212185, Preço Venda: 212178, Percentual: -0.00%
Candle Compra: 23240, Candle Venda: 23254, Horário Compra: 2024-01-17 03:20:00, Horário Venda: 2024-01-17 03:34:00, Preço Compra: 212336, Preço Venda: 212232, Percentual: -0.05%
Candle Compra: 23257, Candle Venda: 23273, Horário Compra: 2024-01-17 03:37:00, Horário Venda: 2024-01-17 03:53:00, Preço Compra: 212338, Preço Venda: 212232, Percentual: -0.05%
Candle Compra: 23291, Candle Venda: 23305, Horário Compra: 2024-01-17 04:11:00, Horário Venda: 2024-01-17 04:25:00, Preço Compra: 212231, Preço Venda: 212100, Percentual: -0.06%
Candle Compra: 23312, Candle Venda: 23316, Horário Compra: 2024-01-17 04:32:00, Horário Venda: 2024-01-17 04:36:00, Preço Compra: 212233, Preço Venda: 212048, Percentual: -0.09%
Candle Compra: 23320, Candle Venda: 23322, Horário Compra: 2024-01-17 04:40:00, Horário Venda: 2024-01-17 04:42:00, Preço Compra: 212273, Preço Venda: 212020, Percentual: -0.12%
Candle Compra: 23340, Candle Venda: 23346, Horário Compra: 2024-01-17 05:00:00, Horário Venda: 2024-01-17 05:06:00, Preço Compra: 211435, Preço Venda: 211110, Percentual: -0.15%
Candle Compra: 23350, Candle Venda: 23371, Horário Compra: 2024-01-17 05:10:00, Horário Venda: 2024-01-17 05:31:00, Preço Compra: 211259, Preço Venda: 211590, Percentual: 0.16%
Candle Compra: 23384, Candle Venda: 23390, Horário Compra: 2024-01-17 05:44:00, Horário Venda: 2024-01-17 05:50:00, Preço Compra: 211871, Preço Venda: 211554, Percentual: -0.15%
Candle Compra: 23397, Candle Venda: 23431, Horário Compra: 2024-01-17 05:57:00, Horário Venda: 2024-01-17 06:31:00, Preço Compra: 211778, Preço Venda: 212006, Percentual: 0.11%
Candle Compra: 23444, Candle Venda: 23448, Horário Compra: 2024-01-17 06:44:00, Horário Venda: 2024-01-17 06:48:00, Preço Compra: 212085, Preço Venda: 211925, Percentual: -0.08%
Candle Compra: 23463, Candle Venda: 23466, Horário Compra: 2024-01-17 07:03:00, Horário Venda: 2024-01-17 07:06:00, Preço Compra: 211830, Preço Venda: 211565, Percentual: -0.13%
Candle Compra: 23473, Candle Venda: 23492, Horário Compra: 2024-01-17 07:13:00, Horário Venda: 2024-01-17 07:32:00, Preço Compra: 211596, Preço Venda: 211670, Percentual: 0.03%
Candle Compra: 23495, Candle Venda: 23534, Horário Compra: 2024-01-17 07:35:00, Horário Venda: 2024-01-17 08:14:00, Preço Compra: 212132, Preço Venda: 212449, Percentual: 0.15%
Candle Compra: 23557, Candle Venda: 23564, Horário Compra: 2024-01-17 08:37:00, Horário Venda: 2024-01-17 08:44:00, Preço Compra: 212555, Preço Venda: 212262, Percentual: -0.14%
Candle Compra: 23587, Candle Venda: 23591, Horário Compra: 2024-01-17 09:07:00, Horário Venda: 2024-01-17 09:11:00, Preço Compra: 212079, Preço Venda: 211731, Percentual: -0.16%
Candle Compra: 23604, Candle Venda: 23615, Horário Compra: 2024-01-17 09:24:00, Horário Venda: 2024-01-17 09:35:00, Preço Compra: 211500, Preço Venda: 211200, Percentual: -0.14%
Candle Compra: 23618, Candle Venda: 23650, Horário Compra: 2024-01-17 09:38:00, Horário Venda: 2024-01-17 10:10:00, Preço Compra: 211600, Preço Venda: 211861, Percentual: 0.12%
Candle Compra: 23668, Candle Venda: 23695, Horário Compra: 2024-01-17 10:28:00, Horário Venda: 2024-01-17 10:55:00, Preço Compra: 211800, Preço Venda: 211709, Percentual: -0.04%
Candle Compra: 23714, Candle Venda: 23718, Horário Compra: 2024-01-17 11:14:00, Horário Venda: 2024-01-17 11:18:00, Preço Compra: 211885, Preço Venda: 211434, Percentual: -0.21%
Candle Compra: 23719, Candle Venda: 23721, Horário Compra: 2024-01-17 11:19:00, Horário Venda: 2024-01-17 11:21:00, Preço Compra: 211644, Preço Venda: 211314, Percentual: -0.16%
Candle Compra: 23723, Candle Venda: 23731, Horário Compra: 2024-01-17 11:23:00, Horário Venda: 2024-01-17 11:31:00, Preço Compra: 211701, Preço Venda: 211423, Percentual: -0.13%
Candle Compra: 23740, Candle Venda: 23759, Horário Compra: 2024-01-17 11:40:00, Horário Venda: 2024-01-17 11:59:00, Preço Compra: 211487, Preço Venda: 211784, Percentual: 0.14%
Candle Compra: 23786, Candle Venda: 23796, Horário Compra: 2024-01-17 12:26:00, Horário Venda: 2024-01-17 12:36:00, Preço Compra: 211837, Preço Venda: 211553, Percentual: -0.13%
Candle Compra: 23798, Candle Venda: 23800, Horário Compra: 2024-01-17 12:38:00, Horário Venda: 2024-01-17 12:40:00, Preço Compra: 211897, Preço Venda: 211528, Percentual: -0.17%
Candle Compra: 23806, Candle Venda: 23811, Horário Compra: 2024-01-17 12:46:00, Horário Venda: 2024-01-17 12:51:00, Preço Compra: 211793, Preço Venda: 211490, Percentual: -0.14%
Candle Compra: 23834, Candle Venda: 23838, Horário Compra: 2024-01-17 13:14:00, Horário Venda: 2024-01-17 13:18:00, Preço Compra: 210858, Preço Venda: 210568, Percentual: -0.14%
Candle Compra: 23843, Candle Venda: 23848, Horário Compra: 2024-01-17 13:23:00, Horário Venda: 2024-01-17 13:28:00, Preço Compra: 210925, Preço Venda: 210250, Percentual: -0.32%
Candle Compra: 23854, Candle Venda: 23856, Horário Compra: 2024-01-17 13:34:00, Horário Venda: 2024-01-17 13:36:00, Preço Compra: 210523, Preço Venda: 210120, Percentual: -0.19%
Candle Compra: 23862, Candle Venda: 23863, Horário Compra: 2024-01-17 13:42:00, Horário Venda: 2024-01-17 13:43:00, Preço Compra: 210279, Preço Venda: 209861, Percentual: -0.2%
Candle Compra: 23869, Candle Venda: 23883, Horário Compra: 2024-01-17 13:49:00, Horário Venda: 2024-01-17 14:03:00, Preço Compra: 209917, Preço Venda: 209609, Percentual: -0.15%
Candle Compra: 23889, Candle Venda: 23924, Horário Compra: 2024-01-17 14:09:00, Horário Venda: 2024-01-17 14:44:00, Preço Compra: 209826, Preço Venda: 210328, Percentual: 0.24%
Candle Compra: 23942, Candle Venda: 23950, Horário Compra: 2024-01-17 15:02:00, Horário Venda: 2024-01-17 15:10:00, Preço Compra: 210610, Preço Venda: 210390, Percentual: -0.1%
Candle Compra: 23956, Candle Venda: 23971, Horário Compra: 2024-01-17 15:16:00, Horário Venda: 2024-01-17 15:31:00, Preço Compra: 210589, Preço Venda: 210300, Percentual: -0.14%
Candle Compra: 23979, Candle Venda: 24038, Horário Compra: 2024-01-17 15:39:00, Horário Venda: 2024-01-17 16:38:00, Preço Compra: 210645, Preço Venda: 211368, Percentual: 0.34%
Candle Compra: 24054, Candle Venda: 24114, Horário Compra: 2024-01-17 16:54:00, Horário Venda: 2024-01-17 17:54:00, Preço Compra: 211388, Preço Venda: 211914, Percentual: 0.25%
Candle Compra: 24131, Candle Venda: 24158, Horário Compra: 2024-01-17 18:11:00, Horário Venda: 2024-01-17 18:38:00, Preço Compra: 211579, Preço Venda: 211765, Percentual: 0.09%
Candle Compra: 24162, Candle Venda: 24169, Horário Compra: 2024-01-17 18:42:00, Horário Venda: 2024-01-17 18:49:00, Preço Compra: 212073, Preço Venda: 211757, Percentual: -0.15%
Candle Compra: 24184, Candle Venda: 24197, Horário Compra: 2024-01-17 19:04:00, Horário Venda: 2024-01-17 19:17:00, Preço Compra: 211759, Preço Venda: 211766, Percentual: 0.00%
Candle Compra: 24212, Candle Venda: 24263, Horário Compra: 2024-01-17 19:32:00, Horário Venda: 2024-01-17 20:23:00, Preço Compra: 211390, Preço Venda: 211635, Percentual: 0.12%
Candle Compra: 24268, Candle Venda: 24307, Horário Compra: 2024-01-17 20:28:00, Horário Venda: 2024-01-17 21:07:00, Preço Compra: 211992, Preço Venda: 212097, Percentual: 0.05%
Candle Compra: 24333, Candle Venda: 24366, Horário Compra: 2024-01-17 21:33:00, Horário Venda: 2024-01-17 22:06:00, Preço Compra: 211756, Preço Venda: 211917, Percentual: 0.08%
Candle Compra: 24381, Candle Venda: 24393, Horário Compra: 2024-01-17 22:21:00, Horário Venda: 2024-01-17 22:33:00, Preço Compra: 211714, Preço Venda: 211490, Percentual: -0.11%
Candle Compra: 24407, Candle Venda: 24473, Horário Compra: 2024-01-17 22:47:00, Horário Venda: 2024-01-17 23:53:00, Preço Compra: 211330, Preço Venda: 211875, Percentual: 0.26%
Candle Compra: 24484, Candle Venda: 24485, Horário Compra: 2024-01-18 00:04:00, Horário Venda: 2024-01-18 00:05:00, Preço Compra: 211932, Preço Venda: 211810, Percentual: -0.06%
Candle Compra: 24497, Candle Venda: 24504, Horário Compra: 2024-01-18 00:17:00, Horário Venda: 2024-01-18 00:24:00, Preço Compra: 211870, Preço Venda: 211574, Percentual: -0.14%
Candle Compra: 24521, Candle Venda: 24552, Horário Compra: 2024-01-18 00:41:00, Horário Venda: 2024-01-18 01:12:00, Preço Compra: 211477, Preço Venda: 211570, Percentual: 0.04%
Candle Compra: 24559, Candle Venda: 24604, Horário Compra: 2024-01-18 01:19:00, Horário Venda: 2024-01-18 02:04:00, Preço Compra: 211757, Preço Venda: 211780, Percentual: 0.01%
Candle Compra: 24612, Candle Venda: 24631, Horário Compra: 2024-01-18 02:12:00, Horário Venda: 2024-01-18 02:31:00, Preço Compra: 211844, Preço Venda: 211966, Percentual: 0.06%
Candle Compra: 24640, Candle Venda: 24689, Horário Compra: 2024-01-18 02:40:00, Horário Venda: 2024-01-18 03:29:00, Preço Compra: 212232, Preço Venda: 212552, Percentual: 0.15%
Candle Compra: 24701, Candle Venda: 24764, Horário Compra: 2024-01-18 03:41:00, Horário Venda: 2024-01-18 04:44:00, Preço Compra: 212549, Preço Venda: 212806, Percentual: 0.12%
Candle Compra: 24772, Candle Venda: 24790, Horário Compra: 2024-01-18 04:52:00, Horário Venda: 2024-01-18 05:10:00, Preço Compra: 213002, Preço Venda: 212850, Percentual: -0.07%
Candle Compra: 24802, Candle Venda: 24810, Horário Compra: 2024-01-18 05:22:00, Horário Venda: 2024-01-18 05:30:00, Preço Compra: 212883, Preço Venda: 212661, Percentual: -0.1%
Candle Compra: 24822, Candle Venda: 24825, Horário Compra: 2024-01-18 05:42:00, Horário Venda: 2024-01-18 05:45:00, Preço Compra: 212624, Preço Venda: 212551, Percentual: -0.03%
Candle Compra: 24840, Candle Venda: 24859, Horário Compra: 2024-01-18 06:00:00, Horário Venda: 2024-01-18 06:19:00, Preço Compra: 212240, Preço Venda: 212262, Percentual: 0.01%
Candle Compra: 24860, Candle Venda: 24885, Horário Compra: 2024-01-18 06:20:00, Horário Venda: 2024-01-18 06:45:00, Preço Compra: 212529, Preço Venda: 212570, Percentual: 0.02%
Candle Compra: 24910, Candle Venda: 24927, Horário Compra: 2024-01-18 07:10:00, Horário Venda: 2024-01-18 07:27:00, Preço Compra: 212355, Preço Venda: 212232, Percentual: -0.06%
Candle Compra: 24960, Candle Venda: 24986, Horário Compra: 2024-01-18 08:00:00, Horário Venda: 2024-01-18 08:26:00, Preço Compra: 211064, Preço Venda: 211049, Percentual: -0.01%
Candle Compra: 24997, Candle Venda: 25021, Horário Compra: 2024-01-18 08:37:00, Horário Venda: 2024-01-18 09:01:00, Preço Compra: 211081, Preço Venda: 210742, Percentual: -0.16%
Candle Compra: 25040, Candle Venda: 25072, Horário Compra: 2024-01-18 09:20:00, Horário Venda: 2024-01-18 09:52:00, Preço Compra: 210245, Preço Venda: 209950, Percentual: -0.14%
Candle Compra: 25074, Candle Venda: 25094, Horário Compra: 2024-01-18 09:54:00, Horário Venda: 2024-01-18 10:14:00, Preço Compra: 210089, Preço Venda: 210066, Percentual: -0.01%
Candle Compra: 25103, Candle Venda: 25110, Horário Compra: 2024-01-18 10:23:00, Horário Venda: 2024-01-18 10:30:00, Preço Compra: 210284, Preço Venda: 210121, Percentual: -0.08%
Candle Compra: 25111, Candle Venda: 25145, Horário Compra: 2024-01-18 10:31:00, Horário Venda: 2024-01-18 11:05:00, Preço Compra: 210383, Preço Venda: 211068, Percentual: 0.33%
Candle Compra: 25155, Candle Venda: 25231, Horário Compra: 2024-01-18 11:15:00, Horário Venda: 2024-01-18 12:31:00, Preço Compra: 211377, Preço Venda: 212444, Percentual: 0.50%
Candle Compra: 25253, Candle Venda: 25260, Horário Compra: 2024-01-18 12:53:00, Horário Venda: 2024-01-18 13:00:00, Preço Compra: 212019, Preço Venda: 211703, Percentual: -0.15%
Candle Compra: 25266, Candle Venda: 25269, Horário Compra: 2024-01-18 13:06:00, Horário Venda: 2024-01-18 13:09:00, Preço Compra: 211743, Preço Venda: 211572, Percentual: -0.08%
Candle Compra: 25279, Candle Venda: 25289, Horário Compra: 2024-01-18 13:19:00, Horário Venda: 2024-01-18 13:29:00, Preço Compra: 211400, Preço Venda: 210973, Percentual: -0.2%
Candle Compra: 25316, Candle Venda: 25334, Horário Compra: 2024-01-18 13:56:00, Horário Venda: 2024-01-18 14:14:00, Preço Compra: 208500, Preço Venda: 207812, Percentual: -0.33%
Candle Compra: 25336, Candle Venda: 25355, Horário Compra: 2024-01-18 14:16:00, Horário Venda: 2024-01-18 14:35:00, Preço Compra: 208431, Preço Venda: 208552, Percentual: 0.06%
Candle Compra: 25378, Candle Venda: 25384, Horário Compra: 2024-01-18 14:58:00, Horário Venda: 2024-01-18 15:04:00, Preço Compra: 207981, Preço Venda: 207087, Percentual: -0.43%
Candle Compra: 25398, Candle Venda: 25411, Horário Compra: 2024-01-18 15:18:00, Horário Venda: 2024-01-18 15:31:00, Preço Compra: 206582, Preço Venda: 206025, Percentual: -0.27%
Candle Compra: 25413, Candle Venda: 25426, Horário Compra: 2024-01-18 15:33:00, Horário Venda: 2024-01-18 15:46:00, Preço Compra: 206288, Preço Venda: 206006, Percentual: -0.14%
Candle Compra: 25438, Candle Venda: 25440, Horário Compra: 2024-01-18 15:58:00, Horário Venda: 2024-01-18 16:00:00, Preço Compra: 206090, Preço Venda: 205791, Percentual: -0.15%
Candle Compra: 25446, Candle Venda: 25451, Horário Compra: 2024-01-18 16:06:00, Horário Venda: 2024-01-18 16:11:00, Preço Compra: 206283, Preço Venda: 205400, Percentual: -0.43%
Candle Compra: 25460, Candle Venda: 25473, Horário Compra: 2024-01-18 16:20:00, Horário Venda: 2024-01-18 16:33:00, Preço Compra: 205408, Preço Venda: 205600, Percentual: 0.09%
Candle Compra: 25505, Candle Venda: 25523, Horário Compra: 2024-01-18 17:05:00, Horário Venda: 2024-01-18 17:23:00, Preço Compra: 203708, Preço Venda: 203381, Percentual: -0.16%
Candle Compra: 25540, Candle Venda: 25559, Horário Compra: 2024-01-18 17:40:00, Horário Venda: 2024-01-18 17:59:00, Preço Compra: 203239, Preço Venda: 202963, Percentual: -0.14%
Candle Compra: 25576, Candle Venda: 25579, Horário Compra: 2024-01-18 18:16:00, Horário Venda: 2024-01-18 18:19:00, Preço Compra: 203430, Preço Venda: 203135, Percentual: -0.15%
Candle Compra: 25585, Candle Venda: 25593, Horário Compra: 2024-01-18 18:25:00, Horário Venda: 2024-01-18 18:33:00, Preço Compra: 203774, Preço Venda: 203099, Percentual: -0.33%
Candle Compra: 25594, Candle Venda: 25646, Horário Compra: 2024-01-18 18:34:00, Horário Venda: 2024-01-18 19:26:00, Preço Compra: 203732, Preço Venda: 205000, Percentual: 0.62%
Candle Compra: 25657, Candle Venda: 25685, Horário Compra: 2024-01-18 19:37:00, Horário Venda: 2024-01-18 20:05:00, Preço Compra: 205338, Preço Venda: 205037, Percentual: -0.15%
Candle Compra: 25697, Candle Venda: 25717, Horário Compra: 2024-01-18 20:17:00, Horário Venda: 2024-01-18 20:37:00, Preço Compra: 205299, Preço Venda: 205173, Percentual: -0.06%
Candle Compra: 25732, Candle Venda: 25752, Horário Compra: 2024-01-18 20:52:00, Horário Venda: 2024-01-18 21:12:00, Preço Compra: 205326, Preço Venda: 205218, Percentual: -0.05%
Candle Compra: 25774, Candle Venda: 25804, Horário Compra: 2024-01-18 21:34:00, Horário Venda: 2024-01-18 22:04:00, Preço Compra: 205173, Preço Venda: 205192, Percentual: 0.01%
Candle Compra: 25813, Candle Venda: 25816, Horário Compra: 2024-01-18 22:13:00, Horário Venda: 2024-01-18 22:16:00, Preço Compra: 205461, Preço Venda: 205247, Percentual: -0.1%
Candle Compra: 25834, Candle Venda: 25860, Horário Compra: 2024-01-18 22:34:00, Horário Venda: 2024-01-18 23:00:00, Preço Compra: 204990, Preço Venda: 205015, Percentual: 0.01%
Candle Compra: 25880, Candle Venda: 25886, Horário Compra: 2024-01-18 23:20:00, Horário Venda: 2024-01-18 23:26:00, Preço Compra: 204864, Preço Venda: 204680, Percentual: -0.09%
Candle Compra: 25906, Candle Venda: 25923, Horário Compra: 2024-01-18 23:46:00, Horário Venda: 2024-01-19 00:03:00, Preço Compra: 204346, Preço Venda: 203772, Percentual: -0.28%
